AT ID/ LC ID,ATiM Patient ID,ATiM Consent ID,Anatomic Source From Mouse,Consent Study,Sample Type,Processing Type,Processing Date,Transplant Name,Created By,Date Created,Stock Status,Position In Box,Legacy Information (Colossus ID),Mouse of Origin,Replicate Number,Additional Notes,Passage,Colossus Notes,Found In Inventory
54743-BB,CID0001373,PBC0002732,,,Tissue,VF SCALPEL ORGANOIDS AND TISSUE FRAGMENTS WITH STOMACHER,2018-12-17 12:00,X0011-23648,fkabeer@bccrc.ca,2020-06-10 3:07,out of stock,,SA535X5XB02892,X0011,8,,5,,FALSE
54795-BB,CID0001373,PBC0002732,,,Tissue,FF SCALPEL ORGANOIDS AND TISSUE FRAGMENTS WITH STOMACHER,2018-12-17 12:00,X0011-23648,fkabeer@bccrc.ca,2020-06-10 3:08,in stock,D5,SA535X5XB02892,X0011,8,,5,,FALSE
57807-BB,CID0001373,PBC0002732,,,Tissue,VF SCALPEL ENZYMATIC DISSOCIATED CELLS/ORGANOIDS,2019-10-24 12:00,X0011-23648,fkabeer@bccrc.ca,2020-06-10 4:02,in stock,"B4,",SA535X5XB02892,X0011,8,,5,,FALSE
54681-BB,CID0001373,PBC0002732,,,Tissue,VF SCALPEL ENZYMATIC DISSOCIATED CELLS/ORGANOIDS,2018-10-29 12:00,X0011-23640,fkabeer@bccrc.ca,2020-06-10 3:06,in stock,I2,SA535X5XB02894,X0011,0,,5,,FALSE
54768-BB,CID0001373,PBC0002732,,,Tissue,FF SCALPEL ORGANOIDS AND TISSUE FRAGMENTS WITH STOMACHER,2018-10-29 12:00,X0011-23640,fkabeer@bccrc.ca,2020-06-10 3:08,in stock,I1,SA535X5XB02894,X0011,0,,5,,FALSE
58516-BB,CID0001373,PBC0002732,,,Tissue,,0000-00-00 00:00:00,X0011-23640,bpotvin@bccrc.ca,2021-06-09 14:40,out of stock,,SA535X5XB02894,X0011,0,,5,"The sample was treated with CX-5461. The tumor was well responsive. The fresh tumor was collected and dissociated with C/H, TRypsinized, DNAse and dispase treated. Passed through the dead cell removal kit and 85% viable cells were handed over for DLP. LC Sample UID: 58516-BB / Patient UID: CID0001373",FALSE
54682-BB,CID0001373,PBC0002732,,,Tissue,VF SCALPEL ENZYMATIC DISSOCIATED CELLS/ORGANOIDS,2018-10-29 12:00,X0011-2364A,fkabeer@bccrc.ca,2020-06-10 3:06,in stock,I3,SA535X5XB02895,X0011,A,,5,,FALSE
54683-BB,CID0001373,PBC0002732,,,Tissue,VF SCALPEL ORGANOIDS AND TISSUE FRAGMENTS WITH STOMACHER,2018-10-29 12:00,X0011-2364A,fkabeer@bccrc.ca,2020-06-10 3:06,in stock,"I4,I5,I6,I7",SA535X5XB02895,X0011,A,,5,,FALSE
54684-BB,CID0001373,PBC0002732,,,Tissue,VF SCALPEL TISSUE FRAGMENTS WITH STOMACHER,2018-10-29 12:00,X0011-2364A,fkabeer@bccrc.ca,2020-06-10 3:06,in stock,I8,SA535X5XB02895,X0011,A,,5,,FALSE
54766-BB,CID0001373,PBC0002732,,,Tissue,FF SCALPEL ORGANOIDS AND TISSUE FRAGMENTS WITH STOMACHER,2018-10-29 12:00,X0011-2364A,fkabeer@bccrc.ca,2020-06-10 3:08,out of stock,,SA535X5XB02895,X0011,A,,5,,FALSE
58517-BB,CID0001373,PBC0002732,,,Tissue,,0000-00-00 00:00:00,X0011-2364A,bpotvin@bccrc.ca,2021-06-09 14:40,out of stock,,SA535X5XB02895,X0011,A,,5,"The sample was Un-treated control with CX-5461. The fresh tumor was collected and dissociated with C/H, TRypsinized, DNAse and dispase treated. Passed through the dead cell removal kit and 85% viable cells were handed over for DLP. LC Sample UID: 58517-BB / Patient UID: CID0001373",FALSE
54706-BB,CID0001373,PBC0002732,,,Tissue,VF SCALPEL ORGANOIDS AND TISSUE FRAGMENTS WITH STOMACHER,2019-12-12 12:00,X0011-2364B,fkabeer@bccrc.ca,2020-06-10 3:07,in stock,"F4,F6,F7,F8",SA535X5XB02896,X0011,B,,5,,FALSE
54707-BB,CID0001373,PBC0002732,,,Tissue,VF SCALPEL ORGANOIDS WITH STOMACHER FOR TRANSPLANT,2019-12-12 12:00,X0011-2364B,fkabeer@bccrc.ca,2020-06-10 3:07,in stock,F5,SA535X5XB02896,X0011,B,,5,,FALSE
54708-BB,CID0001373,PBC0002732,,,Tissue,VF SCALPEL TISSUE FRAGMENTS WITH STOMACHER,2019-12-12 12:00,X0011-2364B,fkabeer@bccrc.ca,2020-06-10 3:07,in stock,F9,SA535X5XB02896,X0011,B,,5,,FALSE
54709-BB,CID0001373,PBC0002732,,,Tissue,FF SCALPEL ORGANOIDS AND TISSUE FRAGMENTS WITH STOMACHER,2019-12-12 12:00,X0011-2364B,fkabeer@bccrc.ca,2020-06-10 3:07,in stock,G1,SA535X5XB02896,X0011,B,,5,,FALSE
54710-BB,CID0001373,PBC0002732,,,Tissue,FF TISSUE SLICE,2019-12-12 12:00,X0011-2364B,fkabeer@bccrc.ca,2020-06-10 3:07,in stock,G2,SA535X5XB02896,X0011,B,,5,,FALSE
55060-BB,CID0001373,PBC0002732,,,Tissue,VF SCALPEL ORGANOIDS AND TISSUE FRAGMENTS WITH STOMACHER,2019-02-19 12:00,X0011-236402,fkabeer@bccrc.ca,2020-06-10 3:13,in stock,"G2,G3,G4,G5",SA535X6XB03090,X0011,2,,6,,FALSE
55061-BB,CID0001373,PBC0002732,,,Tissue,VF SCALPEL ORGANOIDS WITH STOMACHER FOR TRANSPLANT,2019-02-19 12:00,X0011-236402,fkabeer@bccrc.ca,2020-06-10 3:13,in stock,G6,SA535X6XB03090,X0011,2,,6,,FALSE
55091-BB,CID0001373,PBC0002732,,,Tissue,FF TISSUE SLICE,2019-02-19 12:00,X0011-236402,fkabeer@bccrc.ca,2020-06-10 3:13,in stock,C9,SA535X6XB03090,X0011,2,,6,,FALSE
55094-BB,CID0001373,PBC0002732,,,Tissue,FF SCALPEL ORGANOIDS AND TISSUE FRAGMENTS WITH STOMACHER,2019-02-19 12:00,X0011-236402,fkabeer@bccrc.ca,2020-06-10 3:13,in stock,D3,SA535X6XB03090,X0011,2,,6,,FALSE
55072-BB,CID0001373,PBC0002732,,,Tissue,VF SCALPEL ORGANOIDS WITH STOMACHER FOR TRANSPLANT,2019-02-19 12:00,X0011-236403,fkabeer@bccrc.ca,2020-06-10 3:13,in stock,"A5,",SA535X6XB03091,X0011,3,,6,,FALSE
55073-BB,CID0001373,PBC0002732,,,Tissue,VF SCALPEL ORGANOIDS AND TISSUE FRAGMENTS WITH STOMACHER,2019-02-19 12:00,X0011-236403,fkabeer@bccrc.ca,2020-06-10 3:13,in stock,"A6,A7,A8,",SA535X6XB03091,X0011,3,,6,,FALSE
55088-BB,CID0001373,PBC0002732,,,Tissue,FF TISSUE SLICE,2019-02-19 12:00,X0011-236403,fkabeer@bccrc.ca,2020-06-10 3:13,in stock,C6,SA535X6XB03091,X0011,3,,6,,FALSE
55095-BB,CID0001373,PBC0002732,,,Tissue,FF SCALPEL ORGANOIDS AND TISSUE FRAGMENTS WITH STOMACHER,2019-02-19 12:00,X0011-236403,fkabeer@bccrc.ca,2020-06-10 3:13,in stock,D4,SA535X6XB03091,X0011,3,,6,,FALSE
55976-BB,CID0001373,PBC0002732,,,Tissue,FF TISSUE SLICE,2019-04-08 12:00,X0011-236404,fkabeer@bccrc.ca,2020-06-10 3:29,in stock,"G8,",SA535X6XB03092,X0011,4,,6,,FALSE
56134-BB,CID0001373,PBC0002732,,,Tissue,VF SCALPEL ORGANOIDS AND TISSUE FRAGMENTS WITH STOMACHER,2019-04-08 12:00,X0011-236404,fkabeer@bccrc.ca,2020-06-10 3:32,in stock,"D3,D4,D5,",SA535X6XB03092,X0011,4,,6,,FALSE
55013-BB,CID0001373,PBC0002732,,,Tissue,FF SCALPEL ORGANOIDS AND TISSUE FRAGMENTS WITH STOMACHER,2019-02-02 12:00,X0011-2364A1,fkabeer@bccrc.ca,2020-06-10 3:12,in stock,A1,SA535X6XB03093,X0011,1,,6,,FALSE
55014-BB,CID0001373,PBC0002732,,,Tissue,FF TISSUE SLICE,2019-02-02 12:00,X0011-2364A1,fkabeer@bccrc.ca,2020-06-10 3:12,in stock,A2,SA535X6XB03093,X0011,1,,6,,FALSE
55064-BB,CID0001373,PBC0002732,,,Tissue,VF SCALPEL ORGANOIDS WITH STOMACHER FOR TRANSPLANT,2019-02-02 12:00,X0011-2364A1,fkabeer@bccrc.ca,2020-06-10 3:13,in stock,H3,SA535X6XB03093,X0011,1,,6,,FALSE
55065-BB,CID0001373,PBC0002732,,,Tissue,VF SCALPEL ORGANOIDS AND TISSUE FRAGMENTS WITH STOMACHER,2019-02-02 12:00,X0011-2364A1,fkabeer@bccrc.ca,2020-06-10 3:13,in stock,"H4,H5,H6,H7",SA535X6XB03093,X0011,1,,6,,FALSE
54929-BB,CID0001373,PBC0002732,,,Tissue,VF SCALPEL ORGANOIDS AND TISSUE FRAGMENTS WITH STOMACHER,2019-02-02 12:00,X0011-2364A3,fkabeer@bccrc.ca,2020-06-10 3:11,in stock,"I6,I7,I8,I9",SA535X6XB03095,X0011,3,,6,,FALSE
55077-BB,CID0001373,PBC0002732,,,Tissue,FF TISSUE SLICE,2019-02-02 12:00,X0011-2364A3,fkabeer@bccrc.ca,2020-06-10 3:13,in stock,B4,SA535X6XB03095,X0011,3,,6,,FALSE
55080-BB,CID0001373,PBC0002732,,,Tissue,FF SCALPEL ORGANOIDS AND TISSUE FRAGMENTS WITH STOMACHER,2019-02-02 12:00,X0011-2364A3,fkabeer@bccrc.ca,2020-06-10 3:13,in stock,B7,SA535X6XB03095,X0011,3,,6,,FALSE
55918-BB,CID0001373,PBC0002732,,,Tissue,VF SCALPEL ORGANOIDS WITH STOMACHER FOR TRANSPLANT,2019-02-25 12:00,X0011-2364A5,fkabeer@bccrc.ca,2020-06-10 3:28,in stock,"H1,",SA535X6XB03097,X0011,5,,6,,FALSE
55922-BB,CID0001373,PBC0002732,,,Tissue,VF SCALPEL TISSUE FRAGMENTS WITH STOMACHER,2019-02-25 12:00,X0011-2364A5,fkabeer@bccrc.ca,2020-06-10 3:28,in stock,"H5,",SA535X6XB03097,X0011,5,,6,,FALSE
55966-BB,CID0001373,PBC0002732,,,Tissue,FF SCALPEL ORGANOIDS AND TISSUE FRAGMENTS WITH STOMACHER,2019-02-25 12:00,X0011-2364A5,fkabeer@bccrc.ca,2020-06-10 3:29,in stock,"F6,",SA535X6XB03097,X0011,5,,6,,FALSE
55967-BB,CID0001373,PBC0002732,,,Tissue,FF TISSUE SLICE,2019-02-25 12:00,X0011-2364A5,fkabeer@bccrc.ca,2020-06-10 3:29,in stock,"F7,",SA535X6XB03097,X0011,5,,6,,FALSE
56150-BB,CID0001373,PBC0002732,,,Tissue,VF SCALPEL ORGANOIDS AND TISSUE FRAGMENTS WITH STOMACHER,2019-02-25 12:00,X0011-2364A5,fkabeer@bccrc.ca,2020-06-10 3:32,in stock,"G9,H2,H3,H4,",SA535X6XB03097,X0011,5,,6,,FALSE
55917-BB,CID0001373,PBC0002732,,,Tissue,VF SCALPEL ORGANOIDS WITH STOMACHER FOR TRANSPLANT,2019-02-25 12:00,X0011-2364A6,fkabeer@bccrc.ca,2020-06-10 3:28,in stock,"G8,",SA535X6XB03098,X0011,6,,6,,FALSE
55971-BB,CID0001373,PBC0002732,,,Tissue,FF TISSUE SLICE,2019-02-25 12:00,X0011-2364A6,fkabeer@bccrc.ca,2020-06-10 3:29,in stock,"G2,",SA535X6XB03098,X0011,6,,6,,FALSE
55972-BB,CID0001373,PBC0002732,,,Tissue,FF SCALPEL ORGANOIDS AND TISSUE FRAGMENTS WITH STOMACHER,2019-02-25 12:00,X0011-2364A6,fkabeer@bccrc.ca,2020-06-10 3:29,in stock,"G3,",SA535X6XB03098,X0011,6,,6,,FALSE
56152-BB,CID0001373,PBC0002732,,,Tissue,VF SCALPEL ORGANOIDS AND TISSUE FRAGMENTS WITH STOMACHER,2019-02-25 12:00,X0011-2364A6,fkabeer@bccrc.ca,2020-06-10 3:32,in stock,"G4,G5,G6,G7,",SA535X6XB03098,X0011,6,,6,,FALSE
55909-BB,CID0001373,PBC0002732,,,Tissue,VF SCALPEL ORGANOIDS WITH STOMACHER FOR TRANSPLANT,2019-02-25 12:00,X0011-2364A7,fkabeer@bccrc.ca,2020-06-10 3:28,in stock,"F7,",SA535X6XB03099,X0011,7,,6,,FALSE
55913-BB,CID0001373,PBC0002732,,,Tissue,VF SCALPEL TISSUE FRAGMENTS WITH STOMACHER,2019-02-25 12:00,X0011-2364A7,fkabeer@bccrc.ca,2020-06-10 3:28,in stock,"G3,",SA535X6XB03099,X0011,7,,6,,FALSE
55973-BB,CID0001373,PBC0002732,,,Tissue,FF TISSUE SLICE,2019-02-25 12:00,X0011-2364A7,fkabeer@bccrc.ca,2020-06-10 3:29,in stock,"G4,",SA535X6XB03099,X0011,7,,6,,FALSE
55974-BB,CID0001373,PBC0002732,,,Tissue,FF SCALPEL ORGANOIDS AND TISSUE FRAGMENTS WITH STOMACHER,2019-02-25 12:00,X0011-2364A7,fkabeer@bccrc.ca,2020-06-10 3:29,out of stock,,SA535X6XB03099,X0011,7,,6,,FALSE
56153-BB,CID0001373,PBC0002732,,,Tissue,VF SCALPEL ORGANOIDS AND TISSUE FRAGMENTS WITH STOMACHER,2019-02-25 12:00,X0011-2364A7,fkabeer@bccrc.ca,2020-06-10 3:32,in stock,"F8,F9,G2,",SA535X6XB03099,X0011,7,,6,,FALSE
56557-BB,CID0001373,PBC0002732,,,Tissue,VF SCALPEL ENZYMATIC DISSOCIATED CELLS/ORGANOIDS,2019-02-25 12:00,X0011-2364A7,fkabeer@bccrc.ca,2020-06-10 3:39,in stock,"G7,",SA535X6XB03099,X0011,7,,6,,FALSE
54987-BB,CID0001373,PBC0002732,,,Tissue,VF SCALPEL ORGANOIDS AND TISSUE FRAGMENTS WITH STOMACHER,2019-02-12 12:00,X0011-2364A8,fkabeer@bccrc.ca,2020-06-10 3:12,in stock,"D4,D5,D7",SA535X6XB03100,X0011,8,,6,,FALSE
54988-BB,CID0001373,PBC0002732,,,Tissue,VF SCALPEL ORGANOIDS WITH STOMACHER FOR TRANSPLANT,2019-02-12 12:00,X0011-2364A8,fkabeer@bccrc.ca,2020-06-10 3:12,in stock,D6,SA535X6XB03100,X0011,8,,6,,FALSE
55049-BB,CID0001373,PBC0002732,,,Tissue,FF TISSUE SLICE,2019-02-12 12:00,X0011-2364A8,fkabeer@bccrc.ca,2020-06-10 3:13,in stock,E3,SA535X6XB03100,X0011,8,,6,,FALSE
55050-BB,CID0001373,PBC0002732,,,Tissue,FF SCALPEL ORGANOIDS AND TISSUE FRAGMENTS WITH STOMACHER,2019-02-12 12:00,X0011-2364A8,fkabeer@bccrc.ca,2020-06-10 3:13,in stock,E4,SA535X6XB03100,X0011,8,,6,,FALSE
54970-BB,CID0001373,PBC0002732,,,Tissue,VF SCALPEL ORGANOIDS AND TISSUE FRAGMENTS WITH STOMACHER,2019-02-02 12:00,X0011-2364A9,fkabeer@bccrc.ca,2020-06-10 3:11,in stock,"I6,",SA535X6XB03101,X0011,9,,6,,FALSE
55082-BB,CID0001373,PBC0002732,,,Tissue,FF SCALPEL ORGANOIDS AND TISSUE FRAGMENTS WITH STOMACHER,2019-02-02 12:00,X0011-2364A9,fkabeer@bccrc.ca,2020-06-10 3:13,out of stock,,SA535X6XB03101,X0011,9,,6,,FALSE
55085-BB,CID0001373,PBC0002732,,,Tissue,FF TISSUE SLICE,2019-02-02 12:00,X0011-2364A9,fkabeer@bccrc.ca,2020-06-10 3:13,in stock,C3,SA535X6XB03101,X0011,9,,6,,FALSE
57798-BB,CID0001373,PBC0002732,,,Tissue,VF SCALPEL ENZYMATIC DISSOCIATED CELLS/ORGANOIDS,2019-10-30 12:00,X0011-2364A9,fkabeer@bccrc.ca,2020-06-10 4:01,in stock,"D4,",SA535X6XB03101,X0011,9,,6,,FALSE
58542-BB,CID0001373,PBC0002732,,,Tissue,,0000-00-00 00:00:00,X0011-2364A9,bpotvin@bccrc.ca,2021-06-09 14:41,out of stock,,SA535X6XB03101,X0011,9,,6,"Complete digestion with C/H, Trypsin, DNase and Dispase, through dead cell removal kit. LC Sample UID: 58542-BB / Patient UID: CID0001373",FALSE
54971-BB,CID0001373,PBC0002732,,,Tissue,VF SCALPEL ORGANOIDS AND TISSUE FRAGMENTS WITH STOMACHER,2019-02-02 12:00,X0011-2364AA,fkabeer@bccrc.ca,2020-06-10 3:11,in stock,"I7,I8,I9",SA535X6XB03102,X0011,A,,6,,FALSE
55076-BB,CID0001373,PBC0002732,,,Tissue,FF TISSUE SLICE,2019-02-02 12:00,X0011-2364AA,fkabeer@bccrc.ca,2020-06-10 3:13,in stock,B3,SA535X6XB03102,X0011,A,,6,,FALSE
55078-BB,CID0001373,PBC0002732,,,Tissue,FF SCALPEL ORGANOIDS AND TISSUE FRAGMENTS WITH STOMACHER,2019-02-02 12:00,X0011-2364AA,fkabeer@bccrc.ca,2020-06-10 3:13,in stock,B5,SA535X6XB03102,X0011,A,,6,,FALSE
54974-BB,CID0001373,PBC0002732,,,Tissue,VF SCALPEL ORGANOIDS AND TISSUE FRAGMENTS WITH STOMACHER,2019-02-02 12:00,X0011-2364AB,fkabeer@bccrc.ca,2020-06-10 3:11,in stock,"A3,A4,A5",SA535X6XB03103,X0011,B,,6,,FALSE
55079-BB,CID0001373,PBC0002732,,,Tissue,FF TISSUE SLICE,2019-02-02 12:00,X0011-2364AB,fkabeer@bccrc.ca,2020-06-10 3:13,in stock,B6,SA535X6XB03103,X0011,B,,6,,FALSE
55083-BB,CID0001373,PBC0002732,,,Tissue,FF SCALPEL ORGANOIDS AND TISSUE FRAGMENTS WITH STOMACHER,2019-02-02 12:00,X0011-2364AB,fkabeer@bccrc.ca,2020-06-10 3:13,in stock,C1,SA535X6XB03103,X0011,B,,6,,FALSE
54928-BB,CID0001373,PBC0002732,,,Tissue,VF SCALPEL ORGANOIDS AND TISSUE FRAGMENTS WITH STOMACHER,2019-02-02 12:00,X0011-2364AC,fkabeer@bccrc.ca,2020-06-10 3:11,in stock,"I2,I3,I4,I5",SA535X6XB03104,X0011,C,,6,,FALSE
55081-BB,CID0001373,PBC0002732,,,Tissue,FF SCALPEL ORGANOIDS AND TISSUE FRAGMENTS WITH STOMACHER,2019-02-02 12:00,X0011-2364AC,fkabeer@bccrc.ca,2020-06-10 3:13,in stock,B8,SA535X6XB03104,X0011,C,,6,,FALSE
55087-BB,CID0001373,PBC0002732,,,Tissue,FF TISSUE SLICE,2019-02-02 12:00,X0011-2364AC,fkabeer@bccrc.ca,2020-06-10 3:13,in stock,C5,SA535X6XB03104,X0011,C,,6,,FALSE
52413-BB,CID0001373,PBC0002732,,,Tissue,FF SCALPEL TISSUE FRAGMENTS,0000-00-00 12:00:00,X0011-236152,hwlee@bccrc.ca,2020-06-10 2:26,in stock,I8,SA535X6XB03108,X0011,2,,6,,FALSE
52414-BB,CID0001373,PBC0002732,,,Tissue,FF TISSUE SLICE,0000-00-00 12:00:00,X0011-236152,hwlee@bccrc.ca,2020-06-10 2:26,in stock,I9,SA535X6XB03108,X0011,2,,6,,FALSE
55101-BB,CID0001373,PBC0002732,,,Tissue,VF SCALPEL ORGANOIDS WITH STOMACHER FOR TRANSPLANT,2019-01-18 12:00,X0011-236152,hwlee@bccrc.ca,2020-06-10 3:14,in stock,A1,SA535X6XB03108,X0011,2,,6,,FALSE
55102-BB,CID0001373,PBC0002732,,,Tissue,VF SCALPEL ORGANOIDS WITH STOMACHER FOR TRANSPLANT,2019-01-18 12:00,X0011-236152,hwlee@bccrc.ca,2020-06-10 3:14,in stock,A2,SA535X6XB03108,X0011,2,,6,,FALSE
55103-BB,CID0001373,PBC0002732,,,Tissue,VF SCALPEL ORGANOIDS WITH STOMACHER FOR TRANSPLANT,2019-01-18 12:00,X0011-236152,hwlee@bccrc.ca,2020-06-10 3:14,in stock,A3,SA535X6XB03108,X0011,2,,6,,FALSE
55104-BB,CID0001373,PBC0002732,,,Tissue,VF SCALPEL TISSUE FRAGMENTS WITH STOMACHER,2019-01-18 12:00,X0011-236152,hwlee@bccrc.ca,2020-06-10 3:14,in stock,A4,SA535X6XB03108,X0011,2,,6,,FALSE
55105-BB,CID0001373,PBC0002732,,,Tissue,VF SCALPEL TISSUE FRAGMENTS WITH STOMACHER,2019-01-18 12:00,X0011-236152,hwlee@bccrc.ca,2020-06-10 3:14,in stock,A5,SA535X6XB03108,X0011,2,,6,,FALSE
55106-BB,CID0001373,PBC0002732,,,Tissue,VF SCALPEL TISSUE FRAGMENTS WITH STOMACHER,2019-01-18 12:00,X0011-236152,hwlee@bccrc.ca,2020-06-10 3:14,in stock,A6,SA535X6XB03108,X0011,2,,6,,FALSE
AT14693,CID0001373,PBC0002732,Primary,Xenograft,Tissue,PRE-HISTOLOGY,2019-01-18 0:00,X0011-236152,sbhayana@bccrc.ca,2022-04-27 15:39,out of stock,,,X0011,2,,6,,FALSE
55874-BB,CID0001373,PBC0002732,,,Tissue,FF TISSUE SLICE,2019-02-02 12:00,X0011-23615E,fkabeer@bccrc.ca,2020-06-10 3:27,out of stock,,SA535X6XB03120,X0011,E,,6,,FALSE
55875-BB,CID0001373,PBC0002732,,,Tissue,FF SCALPEL ORGANOIDS AND TISSUE FRAGMENTS WITH STOMACHER,2019-02-02 12:00,X0011-23615E,fkabeer@bccrc.ca,2020-06-10 3:27,out of stock,,SA535X6XB03120,X0011,E,,6,,FALSE
55268-BB,CID0001373,PBC0002732,,,Tissue,FF SCALPEL TISSUE FRAGMENTS,2019-02-13 12:00,X0011-2361M1,hwlee@bccrc.ca,2020-06-10 3:17,in stock,A8,SA535X6XB03141,X0011,1,Metastasis; from passage 4's main tumour mass,5,,FALSE
55269-BB,CID0001373,PBC0002732,,,Tissue,FF SCALPEL TISSUE FRAGMENTS,2019-02-13 12:00,X0011-2361M1,hwlee@bccrc.ca,2020-06-10 3:17,in stock,A9,SA535X6XB03141,X0011,1,Metastasis; from passage 4's main tumour mass,5,,FALSE
55270-BB,CID0001373,PBC0002732,,,Tissue,VF SCALPEL ORGANOIDS WITH STOMACHER FOR TRANSPLANT,2019-02-13 12:00,X0011-2361M1,hwlee@bccrc.ca,2020-06-10 3:17,in stock,B1,SA535X6XB03141,X0011,1,Metastasis; from passage 4's main tumour mass,5,,FALSE
55271-BB,CID0001373,PBC0002732,,,Tissue,VF SCALPEL ORGANOIDS WITH STOMACHER FOR TRANSPLANT,2019-02-13 12:00,X0011-2361M1,hwlee@bccrc.ca,2020-06-10 3:17,in stock,B2,SA535X6XB03141,X0011,1,Metastasis; from passage 4's main tumour mass,5,,FALSE
55272-BB,CID0001373,PBC0002732,,,Tissue,VF SCALPEL TISSUE FRAGMENTS WITH STOMACHER,2019-02-13 12:00,X0011-2361M1,hwlee@bccrc.ca,2020-06-10 3:17,in stock,B3,SA535X6XB03141,X0011,1,Metastasis; from passage 4's main tumour mass,5,,FALSE
55273-BB,CID0001373,PBC0002732,,,Tissue,VF SCALPEL TISSUE FRAGMENTS WITH STOMACHER,2019-02-13 12:00,X0011-2361M1,hwlee@bccrc.ca,2020-06-10 3:17,in stock,B4,SA535X6XB03141,X0011,1,Metastasis; from passage 4's main tumour mass,5,,FALSE
55274-BB,CID0001373,PBC0002732,,,Tissue,VF SCALPEL TISSUE FRAGMENTS WITH STOMACHER,2019-02-13 12:00,X0011-2361M1,hwlee@bccrc.ca,2020-06-10 3:17,in stock,B5,SA535X6XB03141,X0011,1,Metastasis; from passage 4's main tumour mass,5,,FALSE
55275-BB,CID0001373,PBC0002732,,,Tissue,VF SCALPEL TISSUE FRAGMENTS WITH STOMACHER,2019-02-13 12:00,X0011-2361M1,hwlee@bccrc.ca,2020-06-10 3:17,in stock,B6,SA535X6XB03141,X0011,1,Metastasis; from passage 4's main tumour mass,5,,FALSE
56440-BB,CID0001373,PBC0002732,,,Tissue,FF SCALPEL TISSUE FRAGMENTS,0000-00-00 12:00:00,X0011-2361M1,hwlee@bccrc.ca,2020-06-10 3:37,in stock,"E8,",SA535X6XB03141,X0011,1,Metastasis; from passage 4's main tumour mass,5,,FALSE
56441-BB,CID0001373,PBC0002732,,,Tissue,FF SCALPEL TISSUE FRAGMENTS,0000-00-00 12:00:00,X0011-2361M1,hwlee@bccrc.ca,2020-06-10 3:37,in stock,"E9,",SA535X6XB03141,X0011,1,Metastasis; from passage 4's main tumour mass,5,,FALSE
56442-BB,CID0001373,PBC0002732,,,Tissue,VF SCALPEL TISSUE FRAGMENTS WITH STOMACHER,0000-00-00 12:00:00,X0011-2361M1,hwlee@bccrc.ca,2020-06-10 3:37,in stock,"F1,",SA535X6XB03141,X0011,1,Metastasis; from passage 4's main tumour mass,5,,FALSE
56443-BB,CID0001373,PBC0002732,,,Tissue,VF SCALPEL TISSUE FRAGMENTS WITH STOMACHER,0000-00-00 12:00:00,X0011-2361M1,hwlee@bccrc.ca,2020-06-10 3:37,in stock,"F2,",SA535X6XB03141,X0011,1,Metastasis; from passage 4's main tumour mass,5,,FALSE
56444-BB,CID0001373,PBC0002732,,,Tissue,VF SCALPEL TISSUE FRAGMENTS WITH STOMACHER,0000-00-00 12:00:00,X0011-2361M1,hwlee@bccrc.ca,2020-06-10 3:37,in stock,"F3,",SA535X6XB03141,X0011,1,Metastasis; from passage 4's main tumour mass,5,,FALSE
56445-BB,CID0001373,PBC0002732,,,Tissue,VF SCALPEL TISSUE FRAGMENTS WITH STOMACHER,0000-00-00 12:00:00,X0011-2361M1,hwlee@bccrc.ca,2020-06-10 3:37,in stock,"F4,",SA535X6XB03141,X0011,1,Metastasis; from passage 4's main tumour mass,5,,FALSE
56446-BB,CID0001373,PBC0002732,Lung,,Tissue,,0000-00-00 12:00:00,X0011-2361M1,hwlee@bccrc.ca,2020-06-10 3:37,in stock,"F5,",SA535X6XB03141,X0011,1,Metastasis; from passage 4's main tumour mass,5,,FALSE
56447-BB,CID0001373,PBC0002732,Lung,,Tissue,,0000-00-00 12:00:00,X0011-2361M1,hwlee@bccrc.ca,2020-06-10 3:37,in stock,"F6,",SA535X6XB03141,X0011,1,Metastasis; from passage 4's main tumour mass,5,,FALSE
55276-BB,CID0001373,PBC0002732,,,Tissue,FF SCALPEL TISSUE FRAGMENTS,2019-02-13 12:00,X0011-2361M2,hwlee@bccrc.ca,2020-06-10 3:17,in stock,B7,SA535X6XB03142,X0011,2,Metastasis; from passage 4's main tumour mass,5,,FALSE
55277-BB,CID0001373,PBC0002732,,,Tissue,FF SCALPEL TISSUE FRAGMENTS,2019-02-13 12:00,X0011-2361M2,hwlee@bccrc.ca,2020-06-10 3:17,in stock,B8,SA535X6XB03142,X0011,2,Metastasis; from passage 4's main tumour mass,5,,FALSE
55278-BB,CID0001373,PBC0002732,,,Tissue,VF SCALPEL ORGANOIDS WITH STOMACHER FOR TRANSPLANT,2019-02-13 12:00,X0011-2361M2,hwlee@bccrc.ca,2020-06-10 3:17,in stock,B9,SA535X6XB03142,X0011,2,Metastasis; from passage 4's main tumour mass,5,,FALSE
55279-BB,CID0001373,PBC0002732,,,Tissue,VF SCALPEL ORGANOIDS WITH STOMACHER FOR TRANSPLANT,2019-02-13 12:00,X0011-2361M2,hwlee@bccrc.ca,2020-06-10 3:17,in stock,C1,SA535X6XB03142,X0011,2,Metastasis; from passage 4's main tumour mass,5,,FALSE
55280-BB,CID0001373,PBC0002732,,,Tissue,VF SCALPEL TISSUE FRAGMENTS WITH STOMACHER,2019-02-13 12:00,X0011-2361M2,hwlee@bccrc.ca,2020-06-10 3:17,in stock,C2,SA535X6XB03142,X0011,2,Metastasis; from passage 4's main tumour mass,5,,FALSE
