experiment_type,Damian_annotation,DOB,Transplant_Date,V3,Transplant_site,Age_at transplant,Strain,Tumor_ID,Patient_ID,SA_ID,Passage,Source_type,Treatment_naive/pre,Date_of Dx,Age_at Dx,Metastasis...15,Mets_at Dx,Date_of mets Dx,Mets_site,SQL_Barcode,Cage,Comments_for surgery,Wound_dehiscence,V23,V24,DLP_ID,10X_ID,Intrathoracic_Mass,Histology,Cell_suspension vol (ul),Last_tumor palpation,V31,Next_tumor palpation,V33,Primary_tumor removal,12_wks from PTR,16_wks from PTR,Euthanize,PTR-Mets,Time_to mets detection,PET/CT,Second_surgery,8wks_after PTR,Metastasis...43,metastatic_site,DATE1,TumourVol1,DATE2,TumourVol2,DATE3,TumourVol3,DATE4,TumourVol4,DATE5,TumourVol5,DATE6,TumourVol6,DATE7,TumourVol7,DATE8,TumourVol8,DATE9,TumourVol9,DATE10,TumourVol10,DATE11,TumourVol11,DATE12,TumourVol12,DATE13,TumourVol13,DATE14,TumourVol14,DATE15,TumourVol15,DATE16,TumourVol16,DATE17,TumourVol17,DATE18,TumourVol18,DATE19,TumourVol19,DATE20,TumourVol20,DATE21,TumourVol21,DATE22,TumourVol22,DATE23,TumourVol23,DATE24,TumourVol24,DATE25,TumourVol25,DATE26,TumourVol26,DATE27,TumourVol27,DATE28,TumourVol28,DATE29,TumourVol29,DATE30,TumourVol30,DATE31,TumourVol31,DATE32,TumourVol32,DATE33,TumourVol33,DATE34,TumourVol34,DATE35,TumourVol35,DATE36,TumourVol36,DATE37,TumourVol37,DATE38,TumourVol38,DATE39,TumourVol39
main_experiment,non_met,17/03/2018,6/11/2018,N,MFP,12wks,NSG,X1476-2334,VBA1476,SA1139,4,Primary tumor,Naive,,,,,,,2692,HL180611,"Matrigel leaked during injection (injection material volume was overlaoded), wound dehiscence.",,"PTR on Aug13/18, Hard mass, highly vascularized, easily removed, minimal bleeding","distant organ(brain, lung, liver) harvested, grossly clean without metastasis, enlarged spleen, FFPEx1, FFx2, VFx2 for brain, liver, lung",,,,"Negative for metastasis in liver, lung, brain.",550,22/07/2018,palpable,,,8/13/18,11/5/2018,12/2/2018,1/4/19,,,12/11/18,,,,,,,7/23/18,151.8,7/26/18,197.2,7/30/18,368.2,8/2/18,368.2,8/7/18,518.60,8/9/18,682.2,2018-8-13,990.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main_experiment,unknown,11/04/2018,6/21/2018,R,MFP (sgRNA),10wks,NSG,X0662-12125,VBA0662,SA501,5,Primary tumor,,,,,,,,2740,HL180621,"sgRNA transduced/ PTR on Jul31/18, hard mass, easily removed, minimal bleeding",,"Euth on Nov28/18, No grossly abnormal findings in organs.FFPEx1, FFx2, VFx2 for brain, liver, lung",,,,,,,22/07/2018,palpable,,,7/31/18,10/23/2018,11/20/2018,11/28/18,,,11/7/18,,,,,,,7/23/18,216.6,7/26/18,267.3,7/30/18,350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main_experiment,non_met,11/04/2018,6/21/2018,L,MFP (sgRNA),10wks,NSG,X0662-12126,VBA0662,SA501,5,Primary tumor,,,,,,,,2741,HL180621,"sgRNA transduced/ PTR on Jul31/18, hard mass, easily removed, minimal bleeding",,,,,,,"Negative for metastasis in liver, lung, brain.",,22/07/2018,palpable,,,7/31/18,10/23/2018,11/20/2018,11/29/18,,,,,,,,,,7/23/18,245.7,7/26/18,346.2,7/30/18,492.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main_experiment,non_met,11/04/2018,6/21/2018,B,MFP,10wks,NSG,X0662-12127,VBA0662,SA501,5,Primary tumor,,,,,,,,2742,HL180621,sgRNA non-transduced,,Euthanized Nov21.18 due to tail vein wounds. No grossly abnormal findings in organs.,,,,,"Negative for metastasis in liver, lung, brain.",,22/07/2018,palpable,,,8/6/18,10/29/2018,11/26/2018,11/21/18,,,11/7/18,,,,,,,,,7/26/18,282.6,7/30/18,304.8,8/2/18,459.1,8/6/18,964.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main_experiment,non_met,11/04/2018,6/21/2018,N,MFP,10wks,NSG,X0662-12128,VBA0662,SA501,5,Primary tumor,,,,,,,,2743,HL180621,sgRNA non-transduced,,"Euth on Nov28/18, No grossly abnormal findings in organs.FFPEx1, FFx2, VFx2 for brain, liver, lung/ 2mm sized small mass at tumor site",,,,,"Negative for metastasis in liver, lung, brain.",,22/07/2018,palpable,,,8/6/18,10/29/2018,11/26/2018,11/28/18,,,,,,,,,,7/23/18,145,7/26/18,311.7,7/30/18,311.7,8/2/18,506.8,8/6/18,1593.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main_experiment,met,21/04/2018,7/13/2018,R,MFP,12wks,NSG,X2673-11,PBC02673,SA1142 (need to be checked),2,Primary tumor,,,,,,,,2798,HL180713,"Patient ID should be confirmed, PBC02596 or PBC02673, confirmed to be PBC02673",,"PTR on Jan30/19, Small hard mass, easily removed, small bleeding","Euth on Mar26/19 due to wt loss, mild ataxia. Two small mets in liver, other organs were clean without mets.
Brain: FFPEx1, Liver mets: FFPEx1, VFx2, Lung: VFx2 after mouse depletion (cold protease), cell count=3.64mil/ml -> 1.8mil cells in 1 VF
Initial material: TP=7064(Rack2-Box9-C1), VF=7065 (Rack2-Box9-C2), FF=7063 (Rack2-Box9-B8)
Primary and liver mets for DLP on May2/19, Lung mets for DLP on May17/19.
Resubmit liver and lung (dead cell removal) on","Primary SA1141X2XB09021 (Box14, C2)
Liver mets SA1141X2XB09526 (Box18, D2) : low cells, additional vial needed, FF?
Lung mets SA1141X2XB09528 (Box18, D4) : low cells, additional vial needed",,,"Multiple metastatic lesion in lung, metastatic mass in liver, negative for brain",,,,,,1/30/19,4/24/2019,5/22/2019,3/28/19,8 weeks,36 weeks,,,,,,11/8/18,24.7,11/13/18,24.7,11/15/18,69.5,11/19/18,81.6,11/22/18,87.9,11/26/18,109.80,11/29/18,131.0,2018-12-3,167.00,2018-12-6,167.0,12/10/2018,178.9,12/13/2018,190.0,12/17/2018,218.4,12/20/2018,235.5,12/24/2018,264.8,1/2/2019,317.3,2019-1-7,317.3,1/10/2019,324.1,1/14/2019,324.1,1/17/2019,356.9,1/21/2019,386.6,1/24/2019,395.4,1/29/2019,407.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main_experiment,met,21/04/2018,7/13/2018,L,MFP,12wks,NSG,X2673-12,PBC02673,SA1142,2,Primary tumor,,,,,,,,2799,HL180713,"Patient ID should be confirmed, PBC02596 or PBC02673, confirmed to be PBC02673",minor wound dehiscence,"PTR on Jan30/19, Small hard mass, easily removed, minimal bleeding","Euth on Mar26/19 due to wt loss, mild ataxia. No gross mets in organs.
Brain, Lung, liver: FFPEx1",,,,"A few metastatic lesion in lung, Negative for liver, brain",,,,,,1/30/19,4/24/2019,5/22/2019,3/26/19,8 weeks,36 weeks,,,,,,10/18/18,18.7,10/22/18,39.1,10/25/18,63.7,10/29/18,63.7,11/1/18,63.7,11/5/18,63.70,11/8/18,63.7,,95.50,,95.5,11/19/2018,95.5,11/22/2018,103.1,11/26/2018,161.9,11/29/2018,161.9,12/3/2018,174.4,12/6/2018,178.9,2018-12-10,192.4,12/13/2018,192.4,12/17/2018,197.2,12/20/2018,212.9,12/24/2018,239.9,1/2/2019,264.2,1/7/2019,264.2,1/10/2019,332.2,1/14/2019,341.7,1/17/2019,341.7,1/21/2019,272.3,1/24/2019,358.2,1/29/2019,358.2,,,,,,,,,,,,,,,,,,,,,,
main_experiment,met,21/04/2018,7/13/2018,B,MFP,12wks,NSG,X2673-13,PBC02673,SA1142,2,Primary tumor,,,,,,,,2800,HL180713,"Patient ID should be confirmed, PBC02596 or PBC02673, confirmed to be PBC02673",,Euthanized on Feb 6/19 due to wt loss. General illness.,"Metastatic lesion on liver, no specific findings in other organs.
Liver:FFPEx1, FFx1, VFx1 (enough for both DLP and 10X)
Lung: FFPEx1, VFx1, Brain: FFPEx1
Primary and liver submitted on Dec 13/19","Primary SA1141X2XB06032 (Box10)
Liver mets SA1142X2XB09378 (Box12) FF
Lung mets SA1142X2XB09379 (Box12)",,,"Metastatic lesion in liver, micrometastasis in lung, negative for brain",,,,,,12/12/18,3/6/2019,4/3/2019,2/6/19,8 weeks,29 weeks,,,,,,10/25/18,116.4,10/29/18,233.5,11/1/18,233.5,11/5/18,257.4,11/8/18,257.4,13/11/2018,299.50,15/11/2018,318.2,2018-11-19,349.60,2018-11-22,398.6,11/26/2018,480.2,11/29/2018,557.7,12/3/2018,526.2,12/6/2018,560.7,12/10/2018,618.8,,,2019-1-29,30.8,2/5/2019,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main_experiment,unknown,11/06/2018,9/11/2018,R,MFP,13wks,NSG,X3629-15,PBC03629,SA1146,2,,,,,,,,,2925,HL180911,,,"PTR on Nov26/18, semi-solid mass, minor bleeding",,,,,,,,,,,11/26/18,2/18/2019,3/18/2019,at 1yr old,,,,,,,,11/13/18,276.3,11/15/18,408.6,11/19/18,603.2,11/22/18,1021.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main_experiment,non_met,11/06/2018,9/11/2018,L,MFP,13wks,NSG,X3629-16,PBC03629,SA1146,2,,,,,,,,,2926,HL180911,,,"PTR on Nov18/18, Hard, vascularized mass, 20x20x16, minor bleeding. Passaged to 4 mice.","Euth on Mar7/19, Tumor recur at Lt MFP, no gross mets in other organs
FFPE for brain, lung, liver, tumor recur
Tumor recur: FFPEx1, FFx1, VFx2",,,,"Negative for metastasis in brain, lung and liver, Tumor cells in recured mass",,,,,,11/18/18,2/10/2019,3/10/2019,3/7/19,,,2/20/19,,,,,10/25/18,188.2,10/29/18,355.9,11/1/18,422.8,11/5/18,604.3,11/8/18,693.7,11/13/18,912.30,15/11/2018,1064.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main_experiment,unknown,11/06/2018,9/11/2018,B,MFP,13wks,NSG,X3629-17,PBC03629,SA1146,2,,,,,,,,,2927,HL180911,,,"PTR on Dec19/18, Hard, vascularized mass,16x16x8, difficult to remove, took more than 20 min, some bleeding",,,,,,,,,,,12/19/18,3/13/2019,4/10/2019,at 1yr old,,,,,,,,11/26/18,124.9,11/29/18,172.1,12/3/18,255.3,12/6/18,267.3,12/10/18,445.3,12/13/18,661.10,12/17/18,856.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main_experiment,non_met,11/06/2018,9/11/2018,N,MFP,13wks,NSG,X3629-18,PBC03629,SA1146,2,,,,,,,,,2928,HL180911,,,"PTR on Nov27/18, Mass attached to abdominal wall and left thigh. Peritoneum opened during removal, not repaired. Minor bleeding.","Euth on Mar7/19, huge tumor recur (20x14x14), no gross mets in other organs
FFPE for brain, lung, liver, tumor recur
Tumor recur: FFPEx1, FFx2, TPx2, VFx3",,,,"Negative for metastasis in brain, lung and liver, Tumor cells in recured mass",,,,,,11/27/18,2/19/2019,3/19/2019,3/7/19,,,,,,,,11/13/18,377.8,11/15/18,424.2,11/19/18,635.5,11/22/18,994.1,11/26/18,1587.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main_experiment,non_met,07/08/2018,10/12/2018,R,MFP,9wks,NRG,X0028-161,CBX028,SA609,3,Primary tumor,,,,,,,,3031,HL181012,,,"PTR on Dec5/18, soft tumor, easily removed, minimal bleeding","Euth on Jul25/19, no gross mets
Lung:FFPEx1",,,,,,,,,,12/5/18,2/27/2019,3/27/2019,7/25/19,,,5/17/19,,,,,11/29/18,492.3,12/3/18,999.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main_experiment,non_met,07/08/2018,10/12/2018,L,MFP,9wks,NRG,X0028-162,CBX028,SA609,3,Primary tumor,,,,,,,,3032,HL181012,,,"PTR on Dec4/18, soft tumor, easily removed, minimal bleeding","Euth on Sep30/19, no gross mets
Lung:FFPEx1",,,,,,,,,,12/4/18,2/26/2019,3/26/2019,9/30/19,,,9/20/19,,,,,11/29/18,891.0,12/3/18,1573.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main_experiment,unknown,07/08/2018,10/12/2018,B,MFP,9wks,NRG,X0028-163,CBX028,SA609,3,Primary tumor,,,,,,,,3033,HL181012,,,"PTR on Dec4/18, soft tumor, easily removed, minimal bleeding","Euth on May1/19 d/t huge scabbed mass on Rt. Flank. Flank mass seemed like vascular structure. Liver had metastatic mass.
Lung:FFPEx1, Liver:FFPEx1, FFx1, VFx4, Flank mass(TuRec):FFPEx1",,,,"negative for lung, liver(mass lost during fixation?), flank mass seems muscular mass? - no tumor cells in histology",,,,,,12/4/18,2/26/2019,3/26/2019,5/1/19,21 weeks,28 weeks,,,,,,11/29/18,747.9,12/3/18,1122.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main_experiment,unknown,07/08/2018,10/12/2018,N,MFP,9wks,NRG,X0028-164,CBX028,SA609,3,Primary tumor,,,,,,,,3034,HL181012,,,"PTR on Dec3/18, soft tumor, easily removed, minimal bleeding","Found dead on Aug31/19, No gross mets on necropsy",,,,,,,,,,12/3/18,2/25/2019,3/25/2019,8/31/19,,,5/17/19,,,,,11/29/18,1081.9,12/3/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main_experiment,non_met,15/08/2018,10/29/2018,R,MFP,10wks,NRG,X0847-215,VBA0847,SA919,3,Primary tumor,,,,,,,,3085,HL181029,,,"PTR on Jan24/19, Hard mass, easily removed, minor bleeding","Sick report on May28, euthanized in May30/19. No gross mets in organs. No neck or spine mass.
Lung:FFPEx1","Primary (SA919X3XB08961, Box13, E4)",,,negative for lung,,,,,,1/24/19,4/18/2019,5/16/2019,5/30/19,18 weeks,30 weeks,5/2/2019 (negative),,,,,1/14/19,500.8,1/17/19,615.3,1/21/19,528.2,1/24/19,584.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main_experiment,non_met,15/08/2018,10/29/2018,L,MFP,10wks,NRG,X0847-216,VBA0847,SA919,3,Primary tumor,,,,,,,,3086,HL181029,,,"PTR on Jan20/19, Hard mass, easily removed, minor bleeding","Sick report Apr30, general illness, hunched, intermittent change of breathing/ Euth May1/19, No specific findings (No mass like lesion on cervical or lumbar area), Lung:FFPEx1","Primary (SA919X3XB08939, Box13, B9): submitted on Sep18/19",,,negative for lung,,,,,,1/20/19,4/14/2019,5/12/2019,5/1/19,15 weeks,26 weeks,,,,,,1/14/19,725.0,1/17/19,916.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main_experiment,non_met,15/08/2018,10/29/2018,B,MFP,10wks,NRG,X0847-217,VBA0847,SA919,3,Primary tumor,,,,,,,,3087,HL181029,,,"PTR on Jan24/19, Hard mass, easily removed, minor bleeding","Sick report from May 1/19 Wt. loss.Euth by staff on May 20/19.
Gross mets like lesion in lungs: FFPEx1, No other abnormalities.","Primary (SA919X3XB08971, Box13, F5)",,,negative for lung,,,,,,1/24/19,4/18/2019,5/16/2019,5/21/19,16 weeks,29 weeks,5/2/2019 (negative),,,,,1/14/19,451.0,1/17/19,458,1/21/19,551.9,1/24/19,736.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main_experiment,met,13/09/2018,11/18/2018,R,MFP,10wks,NSG,X3629-161,PBC03629,SA1146,3,,,,,,,,,3153,HL181118,,,"PTR on Feb6/19, Hard large mass, small bleeding","Euth on Apr28/19, huge tumor recur (26x24x20), extending into abdominal cavity. interestingly, there was no internal organ invasion. Only into surrounding muscles in pelvis area. No gross mets in other organs, no enlarged LNs in axilla or elsewhere.
FFPE for lung, liver, tumor recur
Tumor recur: FFPEx1, FFx2, TPx2, VFx4",,,,"tumor cells in the edge of lung? Cavity in liver, huge recurred tumor",,,,,,2/6/19,5/1/2019,5/29/2019,4/28/19,,,,,,,,1/31/19,746.0,2/5/19,966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main_experiment,non_met,13/09/2018,11/18/2018,L,MFP,10wks,NSG,X3629-162,PBC03629,SA1146,3,,,,,,,,,3154,HL181118,,,"PTR on Jan15/19, Hard mass, minor bleeding","Euth on Jul 29/19, large tumor recur, attached to skin, ulcerated, no invasion into surroundings or peritoneum.
Tumor recur: FFPEx1, FFx2, VFx2",,,,,,,,,,1/15/19,4/9/2019,5/7/2019,7/29/19,,,,,,,,1/2/19,353.9,1/7/19,430.3,1/10/19,624.4,1/14/19,1228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main_experiment,non_met,13/09/2018,11/18/2018,B,MFP,10wks,NSG,X3629-163,PBC03629,SA1146,3,,,,,,,,,3155,HL181118,,,"PTR on Jan2/19, Hard mass, small bleeding","Euth on Jul 29/19, no tumor recur or gross metastasis. Lung:FFPEx1",,,,,,,,,,1/2/19,3/27/2019,4/24/2019,7/29/19,,,,,,,,12/20/18,469.6,12/24/18,809.7,1/2/19,1243.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main_experiment,non_met,13/09/2018,11/18/2018,N,MFP,10wks,NSG,X3629-164,PBC03629,SA1146,3,,,,,,,,,3156,HL181118,,,"PTR on Jan2/19, Hard mass, minor bleeding","Euth on Jul 29/19, no tumor recur or gross metastasis. Lung:FFPEx1",,,,,,,,,,1/2/19,3/27/2019,4/24/2019,7/29/19,,,,,,,,12/20/18,513.9,12/24/18,717.6,1/2/19,1283.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main_experiment,met,,1/18/2019,R,MFP,11wks,NSG,X0011-23617,CBX011,SA535,5,,,,,,,,,3262,HL190118(1),,,"PTR on Jun12/19 (14x8x8), hard mass, easily removed, minor bleeding","Euth on Sep5/19 d/t ulcerated tumor, Small tumor recur x3 were found, left axillart mets, no other gross mets.
Lung: FFPEx1, VF x2(Lung dissociation + Mouse depletion), 1) Live = 8.75 x 105, Dead = 4.4 x 105, viability = 66.5%, 2) Live = 7.44 x 105, Dead = 5.23 x 105, viability = 58.7%, 8.09 x 105 live cells before freezing
TuRec: FFPEx1, FFx2, VFx2, AxiM: FFPEx1, FFx2, VFx3",,,,,,,,,,6/12/19,9/4/2019,10/2/2019,9/5/19,12 weeks,33 weeks,,,,,,29/04/2019,161.0,5/2/19,193.1,5/6/19,215.4,5/9/19,215.4,5/13/19,270.3,5/16/19,296.00,5/20/19,351.1,2019-5-23,369.00,2019-5-27,446.5,5/30/2019,485.7,6/3/2019,577.2,6/6/2019,616.7,6/10/2019,645.5,8/29/2019,96.0,9/2/2019,107.6,2019-9-5,132.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main_experiment,met,,1/18/2019,L,MFP,11wks,NSG,X0011-23618,CBX011,SA535,5,,,,,,,,,3263,HL190118(1),,,"PTR on Jun25/19, small mass, easily removed, minor bleeding. OCTx1, FFx2, TPx2, VFx4 (no FFPE)","Euth on Oct22/19, recurred tumor, left axillary mets, single liver metastasis (~4mm),
Lung:FFPEx1, VFx2(Lung dissociation only), Liver:FFPEx1, FFx1, VFx1(tumor dissociation kit, 1)Live = 3.4x104, Dead = 2.13x105, Total = 2.48x105, via 13.9%, 2)6.2x104, 3.16x105, 3.78x105, via 16.4%)
TuRec:FFPEx1, OCTx1, FFx2, VFx4, AxiM:FFPEx1, OCTx1, FFx1, VFx2",,,,,,,,,,6/25/19,9/17/2019,10/15/2019,10/22/19,22 weeks,35 weeks,9/20/19,,,,,5/23/19,154.8,5/27/19,232.8,5/30/19,247.7,6/3/19,253.4,6/6/19,302.8,6/10/19,317.30,6/13/19,344.9,2019-6-17,352.20,2019-6-20,393.6,6/24/2019,429.6,,,,,,,8/29/2019,138.4,9/2/2019,138.4,2019-9-5,103.1,9/9/2019,173.3,9/12/2019,207.6,9/16/2019,237.2,9/19/2019,266.2,9/23/2019,266.2,9/26/2019,294.2,9/30/2019,359.6,10/3/2019,374.3,10/7/2019,419.2,10/10/2019,578.2,10/14/2019,583.5,10/17/2019,639.9,10/21/2019,656.5,,,,,,,,,,,,,,,,,,,,
main_experiment,non_met,,1/18/2019,B,MFP,11wks,NSG,X0011-23619,CBX011,SA535,5,,,,,,,,,3264,HL190118(1),,,"PTR on Jun4/19 (14x10x8), passaged into 4 mice + 4mice with Peter's library transduction, no FFPE","Euth on Sep16/19 d/t recurred tumor, large tumor recurrence invading into surrounding muscle and bone, no axillary mets
Lung: FFPEx1, VF x2(Lung dissociation + Mouse depletion), 1) Live = 8.75 x 105, Dead = 4.4 x 105, viability = 66.5%, 2) Live = 7.44 x 105, Dead = 5.23 x 105, viability = 58.7%, 8.09 x 105 live cells before freezing
TuRec: FFPEx1, FFx2, VFx2(ST), VFx2(MCS)",,,,,,,,,,6/4/19,8/27/2019,9/24/2019,9/16/19,9 weeks,34 weeks,,,,,,29/04/2019,269.6,5/2/19,300.4,5/6/19,348.0,5/9/19,348.0,5/13/19,395.8,5/16/19,454.60,5/20/19,611.1,2019-5-23,942.10,2019-5-27,955.9,5/30/2019,993.6,6/3/2019,1256.7,,,,,8/29/2019,275.2,9/2/2019,446.1,2019-9-5,292.9,9/9/2019,651.8,9/12/2019,887.1,9/16/2019,887.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main_experiment,met,,1/18/2019,R,MFP,11wks,NSG,X0011-2361521,CBX011,SA535,7,,,,,,,,,3266,HL190118(2),,,"PTR on Mar12/19, hard mass, easily removed","Euth on May26/19, Recurred tumor x2 (10x10x8, 8x8x6), small axillary mets, intraabdominal mass firmly attached to lumbar spine
Lung:FFPEx1, VFx2(only gentle macs dissociated), AbdM:FFPEx1, FFx1, VFx2, TuRec:FFPEx1, FFx2, VFx4","Primary (SA535X7XB09473, Box17, G3)",,,multiple lung metastasis,,,,,,3/12/19,6/4/2019,7/2/2019,5/26/19,9 weeks,18 weeks,5/16/19,,,,,3/7/19,262.1,3/11/19,553.8,,,5/9/19,226.4,5/13/19,315.2,5/16/19,506.80,5/20/19,665.0,2019-5-23,703.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main_experiment,met,,1/18/2019,L,MFP,11wks,NSG,X0011-2361522,CBX011,SA535,7,,,,,,,,,3267,HL190118(2),,,"PTR on Mar12/19, hard mass, easily removed","Euth on Jun27/19, Recurred tumor (10x10x10), axillary mets(8x8x8), no other gross mets.
Lung:FFPEx1, VFx2(cold protease + gentle macs dissociated), cell count = 1) Live= 6.84 e+6, Dead=2.75 e+4, Total=6.86 e+6, Viability 99.6%, 2) Live=6.69 e+6, Dead=2.06 e+4, Total= 6.71 e+6, Viability 99.7%
Tumor Recur:FFPEx1, VFx4, AxiM:FFPEx1, VFx2","Primary (SA535X7XB09456, Box17, E4)",,,multiple lung metastasis,,,,,,3/12/19,6/4/2019,7/2/2019,6/27/19,15 weeks,23 weeks,,,,,,3/7/19,262.1,3/11/19,624,,,5/9/19,69.9,5/13/19,73.7,5/16/19,108.50,5/20/19,165.4,2019-5-23,202.00,2019-5-27,285.6,5/30/2019,325.2,6/3/2019,353.2,6/6/2019,382.6,6/10/2019,435.7,6/13/2019,535.1,6/17/2019,727.8,2019-6-20,767.6,6/24/2019,860.6,6/27/2019,942.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main_experiment,met,,1/18/2019,B,MFP,11wks,NSG,X0011-2361523,CBX011,SA535,7,,,,,,,,,3268,HL190118(2),,,"PTR on Mar12/19, hard mass, easily removed","Euth Jun2/19, Large tumor recur attached to spine, no axillary mets.
Lung:FFPEx1, VFx2(only gentle macs), TuRec:FFPEx1, TPx2, FFx2, VFx4","Primary (SA535X7XB09482, Box17, H3)",,,multiple lung metastasis,,,,,,3/12/19,6/4/2019,7/2/2019,6/2/19,9 weeks,19 weeks,5/16/19,,,,,3/7/19,383.3,3/11/19,565.7,,,5/9/19,89.1,5/13/19,727.7,5/16/19,185.70,5/20/19,284.7,2019-5-23,346.10,2019-5-27,740.0,5/30/2019,746.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main_experiment,met,,1/18/2019,N,MFP,11wks,NSG,X0011-2361524,CBX011,SA535,7,,,,,,,,,3269,HL190118(2),,,"PTR on Mar12/19, hard mass, easily removed","Euth May10/19, Large tumor recur, small left axillary mets
Lung:FFPEx1, Tumor recur:FFPEx1, FFx2, VFx4, AxiM:FFPEx1, VFx2","Primary (SA535X7XB09464, Box17, F3)",,,"Axillary mets, multiple lung metastasis",,,,,,3/12/19,6/4/2019,7/2/2019,5/10/19,8 weeks,16 weeks,,,,,,3/7/19,244.9,3/11/19,661.1,,,5/9/19,981.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
main_experiment,non_met,26/10/2018,1/20/2019,R,MFP,13wks,NRG,X0847-2161,VBA0847,SA919,4,,,,,,,,,3270,HL190120,,,"PTR on Apr7/19, easily removed, minimal bleeding","Sick report on Sep6/19, hunched, ruffled, and mildly pale, orbittal tightening.
Euth on Sep6/19, no gross mets.
Lung:FFPEx1","Primary (SA919X4XB09552, Box18, G1)",,,,,,,,,4/7/19,6/30/2019,7/28/2019,9/6/19,21 weeks,32 weeks,,,,,,3/11/19,146.0,3/14/19,67.5,3/18/19,83.7,3/21/19,87.1,3/25/19,163.9,3/28/19,183.70,4/1/19,364.4,2019-4-4,501.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
