ens_gene_id,symbol,chr,tagwise_dispersion,gene_type
ENSG00000088325,TPX2,20,0.142,trans
ENSG00000088356,PDRG1,20,0.121,trans
ENSG00000088367,EPB41L1,20,0.126,trans
ENSG00000088386,SLC15A1,13,0.186,trans
ENSG00000088387,DOCK9,13,0.308,trans
ENSG00000088448,ANKRD10,13,0.33,trans
ENSG00000088451,TGDS,13,0.142,trans
ENSG00000088538,DOCK3,3,0.371,trans
ENSG00000088543,C3orf18,3,0.232,trans
ENSG00000088682,COQ9,16,0.102,trans
ENSG00000088726,TMEM40,3,0.107,trans
ENSG00000088727,KIF9,3,0.275,trans
ENSG00000088756,ARHGAP28,18,0.14,trans
ENSG00000088766,CRLS1,20,0.109,trans
ENSG00000088808,PPP1R13B,14,0.204,trans
ENSG00000088812,ATRN,20,0.259,trans
ENSG00000088826,SMOX,20,0.117,trans
ENSG00000088832,FKBP1A,20,0.113,trans
ENSG00000088833,NSFL1C,20,0.192,trans
ENSG00000088836,SLC4A11,20,0.171,trans
ENSG00000088854,DNAAF9,20,0.225,trans
ENSG00000088876,ZNF343,20,0.239,trans
ENSG00000088881,EBF4,20,0.217,trans
ENSG00000088882,CPXM1,20,0.403,trans
ENSG00000088888,MAVS,20,0.947,trans
ENSG00000088899,LZTS3,20,0.179,trans
ENSG00000088930,XRN2,20,0.467,trans
ENSG00000088986,DYNLL1,12,0.11,trans
ENSG00000089006,SNX5,20,0.099,trans
ENSG00000089009,RPL6,12,0.087,trans
ENSG00000089022,MAPKAPK5,12,0.289,trans
ENSG00000089041,P2RX7,12,0.405,trans
ENSG00000089048,ESF1,20,0.142,trans
ENSG00000089050,RBBP9,20,0.117,trans
ENSG00000089053,ANAPC5,12,0.166,trans
ENSG00000089057,SLC23A2,20,0.229,trans
ENSG00000089060,SLC8B1,12,0.187,trans
ENSG00000089063,TMEM230,20,0.103,trans
ENSG00000089091,DZANK1,20,0.308,trans
ENSG00000089094,KDM2B,12,0.214,trans
ENSG00000089123,TASP1,20,0.206,trans
ENSG00000089127,OAS1,12,0.222,trans
ENSG00000089154,GCN1,12,0.331,trans
ENSG00000089157,RPLP0,12,0.095,trans
ENSG00000089159,PXN,12,0.235,trans
ENSG00000089163,SIRT4,12,0.21,trans
ENSG00000089169,RPH3A,12,0.716,trans
ENSG00000089177,KIF16B,20,0.23,trans
ENSG00000089195,TRMT6,20,0.132,trans
ENSG00000089199,CHGB,20,2.545,trans
ENSG00000089220,PEBP1,12,0.097,trans
ENSG00000089225,TBX5,12,0.261,trans
ENSG00000089234,BRAP,12,0.15,trans
ENSG00000089248,ERP29,12,0.13,trans
ENSG00000089250,NOS1,12,0.246,trans
ENSG00000089280,FUS,16,0.135,trans
ENSG00000089289,IGBP1,X,0.091,trans
ENSG00000089327,FXYD5,19,0.116,trans
ENSG00000089335,ZNF302,19,0.158,trans
ENSG00000089351,GRAMD1A,19,0.136,trans
ENSG00000089356,FXYD3,19,0.298,trans
ENSG00000089472,HEPH,X,0.276,trans
ENSG00000089486,CDIP1,16,0.097,trans
ENSG00000089505,CMTM1,16,0.445,trans
ENSG00000089597,GANAB,11,0.203,trans
ENSG00000089639,GMIP,19,0.161,trans
ENSG00000089682,RBM41,X,0.139,trans
ENSG00000089685,BIRC5,17,0.185,trans
ENSG00000089692,LAG3,12,0.415,trans
ENSG00000089693,MLF2,12,0.09,trans
ENSG00000089723,OTUB2,14,0.261,trans
ENSG00000089737,DDX24,14,0.324,trans
ENSG00000089775,ZBTB25,14,0.175,trans
ENSG00000089818,NECAP1,12,0.172,trans
ENSG00000089820,ARHGAP4,X,0.147,trans
ENSG00000089847,ANKRD24,19,0.241,trans
ENSG00000089876,DHX32,10,0.149,trans
ENSG00000089902,RCOR1,14,0.634,trans
ENSG00000089916,GPATCH2L,14,0.221,trans
ENSG00000090006,LTBP4,19,0.19,trans
ENSG00000090013,BLVRB,19,0.096,trans
ENSG00000090020,SLC9A1,1,0.104,trans
ENSG00000090054,SPTLC1,9,0.191,trans
ENSG00000090060,PAPOLA,14,0.116,trans
ENSG00000090061,CCNK,14,0.099,trans
ENSG00000090097,PCBP4,3,0.109,trans
ENSG00000090104,RGS1,1,0.244,trans
ENSG00000090238,YPEL3,16,0.109,trans
ENSG00000090263,MRPS33,7,0.171,trans
ENSG00000090266,NDUFB2,7,0.23,trans
ENSG00000090273,NUDC,1,0.127,trans
ENSG00000090316,MAEA,4,0.161,trans
ENSG00000090339,ICAM1,19,0.301,trans
ENSG00000090372,STRN4,19,0.105,trans
ENSG00000090376,IRAK3,12,0.202,trans
ENSG00000090382,LYZ,12,0.268,trans
ENSG00000090432,MUL1,1,0.146,trans
ENSG00000090447,TFAP4,16,0.126,trans
ENSG00000090470,PDCD7,15,0.103,trans
ENSG00000090487,SPG21,15,0.107,trans
ENSG00000090520,DNAJB11,3,0.15,trans
ENSG00000090530,P3H2,3,0.279,trans
ENSG00000090539,CHRD,3,0.407,trans
ENSG00000090554,FLT3LG,19,0.18,trans
ENSG00000090565,RAB11FIP3,16,0.179,trans
ENSG00000090581,GNPTG,16,0.124,trans
ENSG00000090612,ZNF268,12,0.186,trans
ENSG00000090615,GOLGA3,12,0.305,trans
ENSG00000090621,PABPC4,1,0.086,trans
ENSG00000090661,CERS4,19,0.085,trans
ENSG00000090674,MCOLN1,19,0.115,trans
ENSG00000090686,USP48,1,0.17,trans
ENSG00000090776,EFNB1,X,0.167,trans
ENSG00000090857,PDPR,16,0.456,trans
ENSG00000090861,AARS1,16,0.204,trans
ENSG00000090863,GLG1,16,0.239,trans
ENSG00000090889,KIF4A,X,0.23,trans
ENSG00000090905,TNRC6A,16,0.212,trans
ENSG00000090924,PLEKHG2,19,0.285,trans
ENSG00000090971,NAT14,19,0.091,trans
ENSG00000090975,PITPNM2,12,0.49,trans
ENSG00000090989,EXOC1,4,0.117,trans
ENSG00000091009,RBM27,5,0.096,trans
ENSG00000091039,OSBPL8,12,0.114,trans
ENSG00000091073,DTX2,7,0.073,trans
ENSG00000091106,NLRC4,2,0.215,trans
ENSG00000091127,PUS7,7,0.201,trans
ENSG00000091128,LAMB4,7,0.881,trans
ENSG00000091129,NRCAM,7,0.233,trans
ENSG00000091136,LAMB1,7,0.291,trans
ENSG00000091137,SLC26A4,7,2.269,trans
ENSG00000091140,DLD,7,0.153,trans
ENSG00000091157,WDR7,18,0.269,trans
ENSG00000091164,TXNL1,18,0.095,trans
ENSG00000091262,ABCC6,16,0.262,trans
ENSG00000091317,CMTM6,3,0.137,trans
ENSG00000091409,ITGA6,2,0.259,trans
ENSG00000091428,RAPGEF4,2,0.271,trans
ENSG00000091436,MAP3K20,2,0.145,trans
ENSG00000091482,SMPX,X,0.448,trans
ENSG00000091483,FH,1,0.124,trans
ENSG00000091490,SEL1L3,4,0.279,trans
ENSG00000091513,TF,3,0.853,trans
ENSG00000091527,CDV3,3,0.261,trans
ENSG00000091536,MYO15A,17,0.394,trans
ENSG00000091542,ALKBH5,17,0.273,trans
ENSG00000091592,NLRP1,17,0.683,trans
ENSG00000091622,PITPNM3,17,0.337,trans
ENSG00000091640,SPAG7,17,0.126,trans
ENSG00000091651,ORC6,16,0.378,trans
ENSG00000091656,ZFHX4,8,1.165,trans
ENSG00000091732,ZC3HC1,7,0.126,trans
ENSG00000091831,ESR1,6,0.382,trans
ENSG00000091844,RGS17,6,0.261,trans
ENSG00000091879,ANGPT2,8,0.456,trans
ENSG00000091947,TMEM101,17,0.119,trans
ENSG00000091986,CCDC80,3,0.139,trans
ENSG00000092010,PSME1,14,0.184,trans
ENSG00000092020,PPP2R3C,14,0.134,trans
ENSG00000092036,HAUS4,14,0.121,trans
ENSG00000092054,MYH7,14,3.237,trans
ENSG00000092068,SLC7A8,14,0.145,trans
ENSG00000092094,OSGEP,14,0.157,trans
ENSG00000092096,SLC22A17,14,0.174,trans
ENSG00000092098,RNF31,14,0.105,trans
ENSG00000092108,SCFD1,14,0.108,trans
ENSG00000092140,G2E3,14,0.202,trans
ENSG00000092148,HECTD1,14,0.249,trans
ENSG00000092199,HNRNPC,14,0.119,trans
ENSG00000092200,RPGRIP1,14,0.303,trans
ENSG00000092201,SUPT16H,14,0.234,trans
ENSG00000092203,TOX4,14,0.614,trans
ENSG00000092208,GEMIN2,14,0.233,trans
ENSG00000092295,TGM1,14,0.174,trans
ENSG00000092330,TINF2,14,0.101,trans
ENSG00000092377,TBL1Y,Y,0.668,trans
ENSG00000092421,SEMA6A,5,0.239,trans
ENSG00000092439,TRPM7,15,0.134,trans
ENSG00000092445,TYRO3,15,0.244,trans
ENSG00000092470,WDR76,15,0.327,trans
ENSG00000092529,CAPN3,15,0.182,trans
ENSG00000092531,SNAP23,15,0.097,trans
ENSG00000092607,TBX15,1,0.416,trans
ENSG00000092621,PHGDH,1,0.102,trans
ENSG00000092758,COL9A3,20,0.151,trans
ENSG00000092820,EZR,6,0.113,trans
ENSG00000092841,MYL6,12,0.153,trans
ENSG00000092847,AGO1,1,0.232,trans
ENSG00000092850,TEKT2,1,0.25,trans
ENSG00000092853,CLSPN,1,0.186,trans
ENSG00000092871,RFFL,17,0.112,trans
ENSG00000092929,UNC13D,17,0.162,trans
ENSG00000092931,MFSD11,17,0.162,trans
ENSG00000092964,DPYSL2,8,0.253,trans
ENSG00000092969,TGFB2,1,0.223,trans
ENSG00000092978,GPATCH2,1,0.122,trans
ENSG00000093000,NUP50,22,0.215,trans
ENSG00000093009,CDC45,22,0.193,trans
ENSG00000093010,COMT,22,0.084,trans
ENSG00000093072,ADA2,22,0.873,trans
ENSG00000093134,VNN3P,6,1.553,trans
ENSG00000093144,ECHDC1,6,0.107,trans
ENSG00000093167,LRRFIP2,3,0.161,trans
ENSG00000093183,SEC22C,3,0.2,trans
ENSG00000093217,XYLB,3,0.265,trans
ENSG00000094631,HDAC6,X,0.13,trans
ENSG00000094661,OR1I1,19,3.885,trans
ENSG00000094755,GABRP,5,0.131,trans
ENSG00000094804,CDC6,17,0.111,trans
ENSG00000094841,UPRT,X,0.097,trans
ENSG00000094880,CDC23,5,0.174,trans
ENSG00000094914,AAAS,12,0.111,trans
ENSG00000094916,CBX5,12,0.199,trans
ENSG00000094963,FMO2,1,0.448,trans
ENSG00000094975,SUCO,1,0.153,trans
ENSG00000095002,MSH2,2,0.19,trans
ENSG00000095015,MAP3K1,5,0.177,trans
ENSG00000095059,DHPS,19,0.133,trans
ENSG00000095066,HOOK2,19,0.309,trans
ENSG00000095139,ARCN1,11,0.161,trans
ENSG00000095203,EPB41L4B,9,0.118,trans
ENSG00000095209,TMEM38B,9,0.106,trans
ENSG00000095261,PSMD5,9,0.121,trans
ENSG00000095303,PTGS1,9,0.216,trans
ENSG00000095319,NUP188,9,0.167,trans
ENSG00000095321,CRAT,9,0.077,trans
ENSG00000095370,SH2D3C,9,0.513,trans
ENSG00000095380,NANS,9,0.118,trans
ENSG00000095383,TBC1D2,9,0.13,trans
ENSG00000095397,WHRN,9,0.258,trans
ENSG00000095464,PDE6C,10,0.252,trans
ENSG00000095485,CWF19L1,10,0.204,trans
ENSG00000095539,SEMA4G,10,0.184,trans
ENSG00000095564,BTAF1,10,0.333,trans
ENSG00000095574,IKZF5,10,0.092,trans
ENSG00000095585,BLNK,10,0.147,trans
ENSG00000095587,TLL2,10,0.265,trans
ENSG00000095596,CYP26A1,10,0.455,trans
ENSG00000095627,TDRD1,10,1.014,trans
ENSG00000095637,SORBS1,10,0.14,trans
ENSG00000095739,BAMBI,10,0.275,cis
ENSG00000095752,IL11,19,0.302,trans
ENSG00000095787,WAC,10,0.187,cis
ENSG00000095794,CREM,10,0.109,cis
ENSG00000095906,NUBP2,16,0.133,trans
ENSG00000095951,HIVEP1,6,0.261,trans
ENSG00000096006,CRISP3,6,1.651,trans
ENSG00000096060,FKBP5,6,0.254,trans
ENSG00000096063,SRPK1,6,0.19,trans
ENSG00000096070,BRPF3,6,0.302,trans
ENSG00000096080,MRPS18A,6,0.143,trans
ENSG00000096092,TMEM14A,6,0.092,trans
ENSG00000096093,EFHC1,6,0.258,trans
ENSG00000096384,HSP90AB1,6,0.174,trans
ENSG00000096401,CDC5L,6,0.103,trans
ENSG00000096433,ITPR3,6,0.298,trans
ENSG00000096654,ZNF184,6,0.221,trans
ENSG00000096696,DSP,6,0.233,trans
ENSG00000096717,SIRT1,10,0.131,trans
ENSG00000096746,HNRNPH3,10,0.21,trans
ENSG00000096872,IFT74,9,0.117,trans
ENSG00000096968,JAK2,9,0.192,trans
ENSG00000096996,IL12RB1,19,0.257,trans
ENSG00000097007,ABL1,9,0.248,trans
ENSG00000097021,ACOT7,1,0.108,trans
ENSG00000097033,SH3GLB1,1,0.102,trans
ENSG00000097046,CDC7,1,0.234,trans
ENSG00000097096,SYDE2,1,0.383,trans
ENSG00000099139,PCSK5,9,0.142,trans
ENSG00000099194,SCD,10,0.255,trans
ENSG00000099203,TMED1,19,0.124,trans
ENSG00000099204,ABLIM1,10,0.279,trans
ENSG00000099219,ERMP1,9,0.234,trans
ENSG00000099246,RAB18,10,0.128,cis
ENSG00000099250,NRP1,10,0.186,cis
ENSG00000099256,PRTFDC1,10,0.266,cis
ENSG00000099260,PALMD,1,0.117,trans
ENSG00000099282,TSPAN15,10,0.111,trans
ENSG00000099284,MACROH2A2,10,0.256,trans
ENSG00000099290,WASHC2A,10,0.761,trans
ENSG00000099308,MAST3,19,0.131,trans
ENSG00000099326,MZF1,19,0.295,trans
ENSG00000099330,OCEL1,19,0.123,trans
ENSG00000099331,MYO9B,19,0.229,trans
ENSG00000099337,KCNK6,19,0.325,trans
ENSG00000099338,CATSPERG,19,0.479,trans
ENSG00000099341,PSMD8,19,0.129,trans
ENSG00000099364,FBXL19,16,0.141,trans
ENSG00000099365,STX1B,16,0.31,trans
ENSG00000099377,HSD3B7,16,0.137,trans
ENSG00000099381,SETD1A,16,0.161,trans
ENSG00000099385,BCL7C,16,0.098,trans
ENSG00000099617,EFNA2,19,0.593,trans
ENSG00000099622,CIRBP,19,0.197,trans
ENSG00000099624,ATP5F1D,19,0.121,trans
ENSG00000099625,CBARP,19,0.317,trans
ENSG00000099715,PCDH11Y,Y,0.43,trans
ENSG00000099769,IGFALS,16,0.416,trans
ENSG00000099783,HNRNPM,19,0.15,trans
ENSG00000099785,MARCHF2,19,0.131,trans
ENSG00000099795,NDUFB7,19,0.126,trans
ENSG00000099797,TECR,19,0.088,trans
ENSG00000099800,TIMM13,19,0.158,trans
ENSG00000099804,CDC34,19,0.105,trans
ENSG00000099810,MTAP,9,0.085,trans
ENSG00000099812,MISP,19,0.134,trans
ENSG00000099814,CEP170B,14,0.274,trans
ENSG00000099817,POLR2E,19,0.124,trans
ENSG00000099821,POLRMT,19,0.177,trans
ENSG00000099822,HCN2,19,0.335,trans
ENSG00000099834,CDHR5,11,0.366,trans
ENSG00000099840,IZUMO4,19,0.248,trans
ENSG00000099849,RASSF7,11,0.188,trans
ENSG00000099860,GADD45B,19,0.103,trans
ENSG00000099864,PALM,19,0.129,trans
ENSG00000099866,MADCAM1,19,0.279,trans
ENSG00000099875,MKNK2,19,0.208,trans
ENSG00000099889,ARVCF,22,0.629,trans
ENSG00000099899,TRMT2A,22,0.121,trans
ENSG00000099901,RANBP1,22,0.144,trans
ENSG00000099904,ZDHHC8,22,0.176,trans
ENSG00000099910,KLHL22,22,0.145,trans
ENSG00000099917,MED15,22,0.167,trans
ENSG00000099940,SNAP29,22,0.194,trans
ENSG00000099942,CRKL,22,0.216,trans
ENSG00000099949,LZTR1,22,0.157,trans
ENSG00000099953,MMP11,22,0.314,trans
ENSG00000099954,CECR2,22,1.063,trans
ENSG00000099956,SMARCB1,22,1.27,trans
ENSG00000099958,DERL3,22,0.129,trans
ENSG00000099968,BCL2L13,22,0.128,trans
ENSG00000099974,DDTL,22,1.154,trans
ENSG00000099977,DDT,22,0.139,trans
ENSG00000099991,CABIN1,22,0.168,trans
ENSG00000099992,TBC1D10A,22,0.167,trans
ENSG00000099994,SUSD2,22,0.159,trans
ENSG00000099995,SF3A1,22,0.224,trans
ENSG00000099998,GGT5,22,0.215,trans
ENSG00000099999,RNF215,22,0.237,trans
ENSG00000100003,SEC14L2,22,0.663,trans
ENSG00000100012,SEC14L3,22,1.142,trans
ENSG00000100014,SPECC1L,22,0.223,trans
ENSG00000100023,PPIL2,22,0.178,trans
ENSG00000100024,UPB1,22,0.506,trans
ENSG00000100027,YPEL1,22,0.316,trans
ENSG00000100028,SNRPD3,22,0.288,trans
ENSG00000100029,PES1,22,0.151,trans
ENSG00000100030,MAPK1,22,0.157,trans
ENSG00000100031,GGT1,22,0.29,trans
ENSG00000100033,PRODH,22,0.302,trans
ENSG00000100034,PPM1F,22,0.218,trans
ENSG00000100036,SLC35E4,22,0.182,trans
ENSG00000100038,TOP3B,22,0.26,trans
ENSG00000100053,CRYBB3,22,0.283,trans
ENSG00000100055,CYTH4,22,0.329,trans
ENSG00000100056,ESS2,22,0.112,trans
ENSG00000100060,MFNG,22,0.346,trans
ENSG00000100065,CARD10,22,0.19,trans
ENSG00000100068,LRP5L,22,0.327,trans
ENSG00000100075,SLC25A1,22,0.084,trans
ENSG00000100077,GRK3,22,0.173,trans
ENSG00000100079,LGALS2,22,0.278,trans
ENSG00000100083,GGA1,22,0.4,trans
ENSG00000100084,HIRA,22,0.172,trans
ENSG00000100092,SH3BP1,22,0.127,trans
ENSG00000100097,LGALS1,22,0.109,trans
ENSG00000100099,HPS4,22,0.288,trans
ENSG00000100100,PIK3IP1,22,0.185,trans
ENSG00000100104,SRRD,22,0.214,trans
ENSG00000100105,PATZ1,22,0.158,trans
ENSG00000100106,TRIOBP,22,0.081,trans
ENSG00000100109,TFIP11,22,0.174,trans
ENSG00000100116,GCAT,22,0.123,trans
ENSG00000100124,ANKRD54,22,0.104,trans
ENSG00000100129,EIF3L,22,0.162,trans
ENSG00000100138,SNU13,22,0.122,trans
ENSG00000100139,MICALL1,22,0.24,trans
ENSG00000100142,POLR2F,22,0.141,trans
ENSG00000100146,SOX10,22,0.081,trans
ENSG00000100147,CCDC134,22,0.281,trans
ENSG00000100150,DEPDC5,22,0.201,trans
ENSG00000100151,PICK1,22,0.138,trans
ENSG00000100154,TTC28,22,0.213,trans
ENSG00000100156,SLC16A8,22,0.432,trans
ENSG00000100162,CENPM,22,0.15,trans
ENSG00000100167,SEPTIN3,22,0.248,trans
ENSG00000100170,SLC5A1,22,0.097,trans
ENSG00000100196,KDELR3,22,0.079,trans
ENSG00000100197,CYP2D6,22,4.413,trans
ENSG00000100201,DDX17,22,0.52,trans
ENSG00000100206,DMC1,22,0.267,trans
ENSG00000100207,TCF20,22,0.218,trans
ENSG00000100209,HSCB,22,0.127,trans
ENSG00000100211,CBY1,22,0.177,trans
ENSG00000100216,TOMM22,22,0.14,trans
ENSG00000100219,XBP1,22,0.133,trans
ENSG00000100220,RTCB,22,0.246,trans
ENSG00000100221,JOSD1,22,0.218,trans
ENSG00000100225,FBXO7,22,0.307,trans
ENSG00000100226,GTPBP1,22,0.223,trans
ENSG00000100227,POLDIP3,22,0.251,trans
ENSG00000100228,RAB36,22,0.157,trans
ENSG00000100234,TIMP3,22,0.458,trans
ENSG00000100239,PPP6R2,22,0.221,trans
ENSG00000100241,SBF1,22,0.251,trans
ENSG00000100242,SUN2,22,0.657,trans
ENSG00000100243,CYB5R3,22,0.102,trans
ENSG00000100246,DNAL4,22,0.132,trans
ENSG00000100253,MIOX,22,0.419,trans
ENSG00000100258,LMF2,22,0.117,trans
ENSG00000100263,RHBDD3,22,0.189,trans
ENSG00000100266,PACSIN2,22,0.203,trans
ENSG00000100271,TTLL1,22,0.174,trans
ENSG00000100276,RASL10A,22,0.233,trans
ENSG00000100280,AP1B1,22,0.168,trans
ENSG00000100281,HMGXB4,22,0.1,trans
ENSG00000100284,TOM1,22,0.146,trans
ENSG00000100285,NEFH,22,0.349,trans
ENSG00000100288,CHKB,22,0.225,trans
ENSG00000100290,BIK,22,0.173,trans
ENSG00000100292,HMOX1,22,0.167,trans
ENSG00000100294,MCAT,22,0.098,trans
ENSG00000100296,THOC5,22,0.253,trans
ENSG00000100297,MCM5,22,0.166,trans
ENSG00000100298,APOBEC3H,22,0.356,trans
ENSG00000100299,ARSA,22,0.227,trans
ENSG00000100300,TSPO,22,0.092,trans
ENSG00000100302,RASD2,22,0.101,trans
ENSG00000100304,TTLL12,22,0.189,trans
ENSG00000100307,CBX7,22,0.217,trans
ENSG00000100311,PDGFB,22,0.11,trans
ENSG00000100312,ACR,22,0.36,trans
ENSG00000100314,CABP7,22,0.194,trans
ENSG00000100316,RPL3,22,0.093,trans
ENSG00000100319,ZMAT5,22,0.142,trans
ENSG00000100320,RBFOX2,22,0.229,trans
ENSG00000100321,SYNGR1,22,0.151,trans
ENSG00000100324,TAB1,22,0.147,trans
ENSG00000100325,ASCC2,22,0.126,trans
ENSG00000100330,MTMR3,22,0.251,trans
ENSG00000100335,MIEF1,22,0.269,trans
ENSG00000100336,APOL4,22,2.318,trans
ENSG00000100341,PNPLA5,22,0.403,trans
ENSG00000100342,APOL1,22,0.236,trans
ENSG00000100344,PNPLA3,22,0.591,trans
ENSG00000100345,MYH9,22,0.173,trans
ENSG00000100346,CACNA1I,22,1.418,trans
ENSG00000100347,SAMM50,22,0.136,trans
ENSG00000100348,TXN2,22,0.095,trans
ENSG00000100350,FOXRED2,22,0.179,trans
ENSG00000100351,GRAP2,22,0.23,trans
ENSG00000100353,EIF3D,22,0.182,trans
ENSG00000100354,TNRC6B,22,0.129,trans
ENSG00000100359,SGSM3,22,0.231,trans
ENSG00000100360,IFT27,22,0.227,trans
ENSG00000100362,PVALB,22,2.55,trans
ENSG00000100364,KIAA0930,22,0.159,trans
ENSG00000100365,NCF4,22,2.566,trans
ENSG00000100368,CSF2RB,22,0.328,trans
ENSG00000100372,SLC25A17,22,0.084,trans
ENSG00000100373,UPK3A,22,0.295,trans
ENSG00000100376,FAM118A,22,0.206,trans
ENSG00000100379,KCTD17,22,0.127,trans
ENSG00000100380,ST13,22,0.096,trans
ENSG00000100385,IL2RB,22,0.47,trans
ENSG00000100387,RBX1,22,0.107,trans
ENSG00000100393,EP300,22,0.19,trans
ENSG00000100395,L3MBTL2,22,0.143,trans
ENSG00000100399,CHADL,22,0.162,trans
ENSG00000100401,RANGAP1,22,0.208,trans
ENSG00000100403,ZC3H7B,22,0.707,trans
ENSG00000100410,PHF5A,22,0.134,trans
ENSG00000100412,ACO2,22,0.096,trans
ENSG00000100413,POLR3H,22,0.165,trans
ENSG00000100416,TRMU,22,0.296,trans
ENSG00000100417,PMM1,22,0.156,trans
ENSG00000100418,DESI1,22,0.134,trans
ENSG00000100422,CERK,22,0.187,trans
ENSG00000100425,BRD1,22,0.174,trans
ENSG00000100426,ZBED4,22,0.261,trans
ENSG00000100429,HDAC10,22,0.114,trans
ENSG00000100433,KCNK10,14,0.853,trans
ENSG00000100439,ABHD4,14,0.086,trans
ENSG00000100441,KHNYN,14,0.294,trans
ENSG00000100442,FKBP3,14,0.132,trans
ENSG00000100445,SDR39U1,14,0.142,trans
ENSG00000100461,RBM23,14,0.294,trans
ENSG00000100462,PRMT5,14,0.197,trans
ENSG00000100473,COCH,14,0.362,trans
ENSG00000100478,AP4S1,14,0.276,trans
ENSG00000100479,POLE2,14,0.17,trans
ENSG00000100483,VCPKMT,14,0.183,trans
ENSG00000100485,SOS2,14,0.116,trans
ENSG00000100490,CDKL1,14,0.156,trans
ENSG00000100503,NIN,14,0.341,trans
ENSG00000100504,PYGL,14,0.246,trans
ENSG00000100505,TRIM9,14,0.424,trans
ENSG00000100519,PSMC6,14,0.093,trans
ENSG00000100522,GNPNAT1,14,0.102,trans
ENSG00000100523,DDHD1,14,0.318,trans
ENSG00000100526,CDKN3,14,0.131,trans
ENSG00000100528,CNIH1,14,0.089,trans
ENSG00000100532,CGRRF1,14,0.155,trans
ENSG00000100554,ATP6V1D,14,0.124,trans
ENSG00000100557,CCDC198,14,0.493,trans
ENSG00000100558,PLEK2,14,0.183,trans
ENSG00000100564,PIGH,14,0.156,trans
ENSG00000100567,PSMA3,14,0.098,trans
ENSG00000100568,VTI1B,14,0.1,trans
ENSG00000100575,TIMM9,14,0.112,trans
ENSG00000100577,GSTZ1,14,0.14,trans
ENSG00000100578,KIAA0586,14,0.272,trans
ENSG00000100580,TMED8,14,0.231,trans
ENSG00000100583,SAMD15,14,0.345,trans
ENSG00000100591,AHSA1,14,0.11,trans
ENSG00000100592,DAAM1,14,0.135,trans
ENSG00000100596,SPTLC2,14,0.198,trans
ENSG00000100599,RIN3,14,0.097,trans
ENSG00000100600,LGMN,14,0.082,trans
ENSG00000100601,ALKBH1,14,0.144,trans
ENSG00000100603,SNW1,14,0.141,trans
ENSG00000100605,ITPK1,14,0.085,trans
ENSG00000100612,DHRS7,14,0.097,trans
ENSG00000100614,PPM1A,14,0.109,trans
ENSG00000100625,SIX4,14,0.13,trans
ENSG00000100626,GALNT16,14,0.366,trans
ENSG00000100628,ASB2,14,3.769,trans
ENSG00000100629,CEP128,14,0.25,trans
ENSG00000100632,ERH,14,0.097,trans
ENSG00000100644,HIF1A,14,0.109,trans
ENSG00000100647,SUSD6,14,0.298,trans
ENSG00000100650,SRSF5,14,0.134,trans
ENSG00000100664,EIF5,14,0.131,trans
ENSG00000100678,SLC8A3,14,1.426,trans
ENSG00000100697,DICER1,14,0.2,trans
ENSG00000100711,ZFYVE21,14,0.136,trans
ENSG00000100714,MTHFD1,14,0.165,trans
ENSG00000100722,ZC3H14,14,0.111,trans
ENSG00000100726,TELO2,16,0.206,trans
ENSG00000100731,PCNX1,14,0.244,trans
ENSG00000100739,BDKRB1,14,1.044,trans
ENSG00000100744,GSKIP,14,0.142,trans
ENSG00000100749,VRK1,14,0.121,trans
ENSG00000100764,PSMC1,14,0.094,trans
ENSG00000100767,PAPLN,14,0.313,trans
ENSG00000100784,RPS6KA5,14,1.797,trans
ENSG00000100796,PPP4R3A,14,0.249,trans
ENSG00000100802,C14orf93,14,0.171,trans
ENSG00000100804,PSMB5,14,0.165,trans
ENSG00000100811,YY1,14,0.083,trans
ENSG00000100813,ACIN1,14,0.183,trans
ENSG00000100814,CCNB1IP1,14,0.106,trans
ENSG00000100815,TRIP11,14,0.164,trans
ENSG00000100823,APEX1,14,0.105,trans
ENSG00000100836,PABPN1,14,0.122,trans
ENSG00000100842,EFS,14,0.179,trans
ENSG00000100852,ARHGAP5,14,0.101,trans
ENSG00000100865,CINP,14,0.108,trans
ENSG00000100867,DHRS2,14,0.727,trans
ENSG00000100883,SRP54,14,0.103,trans
ENSG00000100888,CHD8,14,0.097,trans
ENSG00000100889,PCK2,14,0.08,trans
ENSG00000100890,PRORP,14,0.179,trans
ENSG00000100897,DCAF11,14,0.087,trans
ENSG00000100902,PSMA6,14,0.104,trans
ENSG00000100906,NFKBIA,14,0.097,trans
ENSG00000100908,EMC9,14,0.167,trans
ENSG00000100911,PSME2,14,0.151,trans
ENSG00000100916,BRMS1L,14,0.148,trans
ENSG00000100918,REC8,14,0.56,trans
ENSG00000100926,TM9SF1,14,0.087,trans
ENSG00000100934,SEC23A,14,0.147,trans
ENSG00000100938,GMPR2,14,0.087,trans
ENSG00000100941,PNN,14,0.136,trans
ENSG00000100949,RABGGTA,14,0.131,trans
ENSG00000100968,NFATC4,14,0.122,trans
ENSG00000100979,PLTP,20,0.133,trans
ENSG00000100982,PCIF1,20,0.099,trans
ENSG00000100983,GSS,20,3.892,trans
ENSG00000100985,MMP9,20,0.232,trans
ENSG00000100987,VSX1,20,0.233,trans
ENSG00000100991,TRPC4AP,20,0.176,trans
ENSG00000100994,PYGB,20,0.171,trans
ENSG00000100997,ABHD12,20,0.092,trans
